stove_details_name,details_manu,details_web,details_tiers_eff_num,details_tiers_safe_num,details_tiers_co_num,details_tiers_pm_num,details_tiers_iwa_ie_num,stove_life,pot_rec,pot_cap,stove_feed,stove_food_common,stove_price,stove_dimensions,stove_weight,stove_assembly_materials,iso_co_val,iso_co_sd,iso_co_num,iso_co_date,iso_co_fuel,iso_pm_val,iso_pm_sd,iso_pm_num,iso_pm_date,iso_pm_fuel,iso_eff_char_val,iso_eff_char_sd,iso_eff_char_num,iso_eff_char_date,iso_eff_char_fuel,iwa_co_val,iwa_co_sd,iwa_co_num,iwa_co_date,hp_co_fuel,iwa_pm_val,iwa_pm_sd,iwa_pm_num,iwa_pm_date,hp_pm_fuel,iwa_co_low_val,iwa_co_low_sd,iwa_co_low_num,iwa_co_low_date,lp_co_fuel,iwa_pm_low_val,iwa_pm_low_sd,iwa_pm_low_num,iwa_pm_low_date,lp_pm_fuel,iwa_eff_val,iwa_eff_sd,iwa_eff_num,iwa_eff_date,hp_eff_fuel,stove_feed_min,stove_feed_max,stove_feed_average,stove_price_min,stove_price_max,stove_price_average,iso_co_sd_min,iso_co_sd_max,iso_co_sd_average,iso_pm_sd_min,iso_pm_sd_max,iso_pm_sd_average,iso_eff_char_sd_min,iso_eff_char_sd_max,iso_eff_char_sd_average,iwa_co_sd_min,iwa_co_sd_max,iwa_co_sd_average,iwa_pm_sd_min,iwa_pm_sd_max,iwa_pm_sd_average,iwa_co_low_sd_min,iwa_co_low_sd_max,iwa_co_low_sd_average,iwa_pm_low_sd_min,iwa_pm_low_sd_max,iwa_pm_low_sd_average,iwa_eff_sd_min,iwa_eff_sd_max,iwa_eff_sd_average
Moto Safi BG-02C,Consumer's Choice Limited,http://www.consumerschoice.kbo.co.ke,,,,,,8.0,Flat bottom,10.0,1.0-10.0,Any type of food cooked in a flat bottomed pot,27.6-34.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,27.6,34.0,30.8,,,,,,,,,,,,,,,,,,,,,,,,
Moto Safi BG-04C,Consumer's Choice Limited,http://www.consumerschoice.kbo.co.ke,,,,,,8.0,Flat bottom,10.0,1.0-15.0,all types of food cooked on flat bottomed pot.,45.0-55.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,45.0,55.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
Super Saver Griddle (HM-4000),Envirofit International,http://www.envirofit.org/,,,,,,5.0,Flat bottom,,nan-20.0,,,989.0/640.0/787.0,26.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plancha Mejorada/Chefina,Rural World Resources International,http://rwri.webs.com/,,,,,,10.0,Flat bottom,20.0,6.0-10.0,"Corn, beans, soups,",150.0-175.0,750.0/800.0/1400.0,225.0,"Clay bricks, concrete block, clay, metal top, metal chimney, metal door, cement, sand, clay.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,10.0,8.0,150.0,175.0,162.5,,,,,,,,,,,,,,,,,,,,,,,,
Green Wood Fired Cook Stove,Locally manufactured,,,,,,,2.0,Both,20.0,2.0-3.0,All types,20.0-25.0,300.0/300.0/300.0,1.0,M.S sheet of different gauges,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,3.0,2.5,20.0,25.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Stove,Jaan Pakistan,http://www.jaanpak.com/,,,,,,3.0,Flat bottom,20.0,2.0-20.0,"Roti, Curry, Rice",20.0-30.0,300.0/300.0/200.0,6.0,"16 Gauge Steel Sheet 3"" Tin Pipes",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,20.0,11.0,20.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
"Berkeley-Darfur Stove ""Cool Mesh""",Shri Hari Industries,http://www.shrihariindustries.com/,,,,,,5.0,Round bottom,15.0,4.0-8.0,"porridge, sauces, coffee, tea",18.0-35.0,813.0/432.0/305.0,5.0,"stainless steel, wood, cast iron, mild steel",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,8.0,6.0,18.0,35.0,26.5,,,,,,,,,,,,,,,,,,,,,,,,
Bondhu Chula,,,,,,,,,,,,,12.0-15.0,,,"Cement, bricks, sand",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,12.0,15.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,
Hoodstove,,,,,,,,10.0,Both,,,,76.0-0.0,,12.0,"GI sheet, mud mortar",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,76.0,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,
HOLY COOK,Man and Man Enterprise,http://www.manandmanenterprise.getafricaonline.com/home,,,,,,,Flat bottom,,5.0-10.0,"all the local foods in Ghana which includes Fufu, Soup and Banku",,,,"the stoves is manufactured from local raw material such as metal sheet, cement, paint and ceramic liner",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,10.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Sun Oven,Sun Ovens International Inc.,http://www.sunoven.com/,,,,,,,Both,10.0,1.0-8.0,"Any foods which are baked, boiled or steamed",180.0-300.0,584.0/482.0/391.0,9.5,Parts and tooling are required for assembly,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,180.0,300.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,
Aleva 14,Locally manufactured,,,,,,,,,,,,,,32.0,"3 concrete moulds, tools and Equipment for compressing, straining equipment, worktable 100 cm x 50 cm, hut 3 m x 2 m with selfsystem",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolamba Solar Cooker,Heliso AS,http://heliso.com/,,,,,,3.0,Both,4.0,3.0-6.0,"Rice, soup, beans, fish, meat, vegetables.",10.0-20.0,900.0/900.0/550.0,2.0,"MetPet, Metal",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,6.0,4.5,10.0,20.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
Elsa Stove,Locally manufactured,,,,,,,5.0,Other pot type,10.0,1.0-12.0,All types of food,35.0-50.0,,13.0,Metal sheets,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,12.0,6.5,35.0,50.0,42.5,,,,,,,,,,,,,,,,,,,,,,,,
GNG 2nd Generation Cookstove,Good Neighbors Guatemala,http://www.goodneighbors.org.gt,,,,,,10.0,Both,8.0,3.0-10.0,"Tortillas, nixtamal, beans, coffee, chicken stew, eggs, tamal, among others",195.0-235.0,1390.0/800.0/830.0,136.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,10.0,6.5,195.0,235.0,215.0,,,,,,,,,,,,,,,,,,,,,,,,
StoveTec 2 Door,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,,,,,,,280.0/280.0/318.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmartHome Stove,Green Bio Energy,http://www.greenbioenergy.org/,,,,,,2.0,Both,10.0,5.0-10.0,"traditional meals, such as matooke, rice, beans",11.0-11.0,270.0/270.0/270.0,12.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,10.0,7.5,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
Vikram Jumbo Bio Super,Vikram Stoves and Fabricators,www.vikramstoves.com,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ansa-Green,Ansa Sales Corporation,http://www.ansacorporation.in/,,,,,,4.0,Flat bottom,2.0,500.0-1000.0,Requires high temperatures and long heat time,685.0-745.0,1000.0/600.0/600.0,88.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,500.0,1000.0,750.0,685.0,745.0,715.0,,,,,,,,,,,,,,,,,,,,,,,,
Agni Sun Rice Husk Gas Stove,Navdurga Metal Industries (NDMI-Bharat),http://ndmi.co.in,,,,,,7.0,Both,10.0,5.0-10.0,"Rice, pulses, chapatis, veg",120.0-150.0,300.0/300.0/900.0,14.5,"Fabricated parts, rivets, & a few tools",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,5.0,10.0,7.5,120.0,150.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,
Sun Oven,Sun Ovens International Inc.,http://www.sunoven.com/,,,,,,,Flat bottom,4.6,1.0-8.0,Bake and cook all food except deep fried,299.0-299.0,482.0/482.0/812.0,9.5,"Aluminium reflector panels, hard plastic outer cover, insulation, glass oven cover, inner oven material metal",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,299.0,299.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,
TLUD-OVEN,,,,,,,,10.0,Other pot type,20.0,1.0-20.0,Baked foods,0,1000.0/1000.0/1500.0,100.0,"Mud, straw, horse manure, water, bricks, metal sheet, simple tools",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,20.0,10.5,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ARTI Parvati,Appropriate Rural Technology Institute (ARTI),http://www.arti-india.org/,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navagni,Qpre,http://www.navagni.com/,,,,,,,,,,,,,7.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swirl Flame LPG Cooking Burner,Locally manufactured,,,,,,,5.0,Both,30.0,2.0-3.0,All types,25.0-30.0,300.0/60.0/300.0,1.0,Stainless steel pipes of different diamweters,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,3.0,2.5,25.0,30.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,
EcoStove San Juan del Sur,Locally manufactured,,,,,,,20.0,Both,8.0,6.0-12.0,rice and beans,,,,"Cement, sand, clay, tools, old plastic bottles.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiko Safi,Jet City Stoveworks,http://www.jetcitystoveworks.com/,,,,,,4.0,Both,5.0,4.0-8.0,Ugali corn meal,50.0-60.0,500.0/300.0/500.0,10.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,8.0,6.0,50.0,60.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,
Himalayan Rocket Stove,Himalayan Rocket Stove Pvt. Ltd.,http://himalayanrocketstove.com/,,,,,,,Both,,3.0-6.0,normal cooking,250.0-350.0,600.0/400.0/600.0,38.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,3.0,6.0,4.5,250.0,350.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,
Vulcanex,Vulcanex International,,,,,,,5.0,Both,15.0,1.0-10.0,stew and frying,60.0-120.0,300.0/300.0/450.0,8.37,welder and a roller/folder,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,60.0,120.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,
BioLite BaseCamp,BioLite LLC,http://www.biolitestove.com/,,,,,,5.0,Both,40.0,4.0-12.0,"Has diverse cooking functionality, providing both direct flame and a grill function for a wide array of food types",299.0-299.0,460.0/445.0/485.0,9.1,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,12.0,8.0,299.0,299.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,
FIRENZEL CR-22,Rural World Resources International,http://rwri.webs.com/,,,,,,2.0,Both,30.0,6.0-7.0,,35.0-39.0,124.0/264.0/252.0,10.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,7.0,6.5,35.0,39.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
Okelo Kuc,International Lifeline Fund,http://www.lifelinefund.org/,,,,,,3.0,Both,5.0,5.0-12.0,"rice, beans, cassava, posho",7.25-15.0,nan/287.0/245.0,11.5,"rice husk, clay, metal",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,25.6,22.2 - 29,2,2012.0,Charcoal,5.0,12.0,8.5,7.25,15.0,11.125,,,,,,,,,,,,,,,,,,,,,,22.2,29.0,25.6
RocketWorks Wood Stove,Rocket Works (Pty) Ltd,http://www.rocketworks.org/,,,,,,5.0,Both,10.0,1.0-8.0,"Maize, rice, samp, putu or pap and various meats",,240.0/240.0/270.0,3.0,"We can supply the stove in a complete knock down (CKD) form. The separate individual components are supplied, which occupies a third of the assembled volume, which results in reduced freight and logistics costs. The Rocket Works Wood Stove can then be assembled with the specialized tools we supply which include rolling machines, jigs, crippers and other smalls. There are tool options available to suite whatever infrastructure is available locally.",,,0,,,,,0,,,,,0,,,2.2,2.2 - 2.2,1,2013.0,Wood,76.0,76 - 76,1,2013.0,Wood,,,0,,,,,0,,,44.8,44.8 - 44.8,1,2013.0,Wood,1.0,8.0,4.5,,,,,,,,,,,,,2.2,2.2,2.2,76.0,76.0,76.0,,,,,,,44.8,44.8,44.8
VERC Grihalaxmi,Village Education Resource Center (VERC),http://www.verc.org/,,,,,,,,,,,2.0-4.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,21.0,21 - 21,1,2009.0,Wood,,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,21.0
Agneekaa ND Eco Stove,Swami Samarth Electronics Pvt. Ltd,http://swamisamarthelectronics.com/,,,,,,,Both,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two-Door Economy Stove,Shengzhou Stove Manufacturer,http://www.ssmcookstoves.com/,,,,,,,,,,,,,9.21,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JikoJoy,Kenya Stove Works Ltd,http://kenyastove.com/,,,,,,5.0,Flat bottom,5.0,1.0-6.0,,20.0-20.0,330.0/330.0/210.0,4.2,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,6.0,3.5,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
SilverFire Survivor Rocket Stove,SilverFire,http://www.silverfire.us/,,,,,,,Both,,,,nan-150.0,nan/nan/250.0,5.66,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,
SilverFire Hunter,SilverFire,http://www.silverfire.us/,,,,,,,Flat bottom,,,,nan-180.0,305.0/305.0/406.0,6.59,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,180.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,
SilverFire Super Dragon,SilverFire,http://www.silverfire.us/,,,,,,,Both,,,,nan-200.0,305.0/305.0/406.0,7.59,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,
Briketi EcoStove V2,Green Bio Energy,http://www.greenbioenergy.org/,,,,,,5.0,Both,20.0,1.0-10.0,"Matoke, beans",12.0-15.0,25.0/20.0/30.0,12.0,"Metal, clay",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,12.0,15.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,
5 Star Stoves MK2.1,5 Star Stoves,http://5starstoves.com/,,,,,,5.0,Both,10.0,1.0-8.0,"All African & Asian starch, protein and vegetable dishes",,,,Metal,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prestige Induction Cook-Top,TTK Prestige Ltd,http://www.prestigesmartkitchen.com/,,,,,,,Flat bottom,,,Adaptable to Indian menu,40.0-100.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,40.0,100.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,
Adokpo,Locally manufactured,,,,,,,,Flat bottom,,nan-10.0,"Yams, beans, rice, akplé, sauce",,,6.0,"Brick, bracket",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emlin,Locally manufactured,,,,,,,1.0,Flat bottom,,,All african foods,11.0-20.0,,12.0,Ceramic,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,11.0,20.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,
Annapurna,,,,,,,,4.0,Both,,2.0-6.0,,320.0-450.0,nan/210.0/365.0,7.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,6.0,4.0,320.0,450.0,385.0,,,,,,,,,,,,,,,,,,,,,,,,
SCODE institutional wood stove,Sustainable Community Development Services (SCODE),http://www.scode.co.ke,,,,,,10.0,Flat bottom,300.0,50.0-600.0,Those that can be boiled and fried,1000.0-1500.0,,,"G18-SS metal sheets, clay works fired bricks, G16-MS metal sheets, welding equipment, Portland cement and skill",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,50.0,600.0,325.0,1000.0,1500.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,
Vikram Bio Classic,Vikram Stoves and Fabricators,www.vikramstoves.com,,,,,,,Flat bottom,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar Stove,Hazomo TMG,http://www.hazomo.com/,,,,,,20.0,Both,,6.0-10.0,"Various types of breads, meats and vegetables. Ideal for baking bread, Enjera (special bread consumed in Eritrea and Ethiopia), Chabati (flat bread in India and Pakistan), French crepe, etc.",,440.0/44.0/40.0,2.0,"Nano materials, housing materials, steel plate with teflon, wires",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kushal-2,Parikrama Energy Services,,,,,,,3.0,Both,8.0,1.0-12.0,"Deep frying, grilling, steaming, baking,boiling, flat and thick bread, rice, veg and non-veg",25.0-40.0,558.0/279.0/228.0,11.0,"Metal sheet, steel pipe, bathroom fittings",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,12.0,6.5,25.0,40.0,32.5,,,,,,,,,,,,,,,,,,,,,,,,
FIRENZEL,Ravi Engineering & Chemical Works,http://www.firenzel.in/,,,,,,8.0,Both,10.0,6.0-10.0,All type of domestic foods,43.0-53.0,270.0/260.0/260.0,10.5,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,6.0,10.0,8.0,43.0,53.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,
SCODE institutional charcoal stove - double burner,Sustainable Community Development Services (SCODE),http://www.scode.co.ke,,,,,,5.0,Flat bottom,60.0,50.0-300.0,"Those to be boiled, fried and baked",200.0-300.0,1400.0/600.0/450.0,50.0,"G18-MS metal sheets, Whytheat K refractory cement, G16-MS metal sheets, Vermiculite, clay works bricks, and Portland cement",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,50.0,300.0,175.0,200.0,300.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,
Rocket Works ZaMa-ZaMa Wood Stove,Rocket Works (Pty) Ltd,http://www.rocketworks.org/,,,,,,2.0,Both,10.0,1.0-8.0,"Maize, rice, samp, putu or pap and various meats.",,245.0/245.0/270.0,1.7,"We provide the stoves in component form and supply the tools necessary for final assembly. The tools supplied can be tailored to infrustructured available, with the most basic set comprising of only manual tools thereby avoiding any need for electricity.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,8.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-Thermal,JPAMBIC Co.,,,,,,,3.0,Both,7.62,2.0-7.0,Anything that does not need the meat to be too tender,,6.0/6.0/10.0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,7.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIG BioCooker,,,,,,,,,Both,35.0,1.0-10.0,"beans, rice, foufou etc.",50.0-110.0,210.0/300.0/450.0,10.0,"Hammer, screwdriver, riveting tools, safety gloves",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,50.0,110.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,
GreenGenStove Model THX02,Green Generation JSC,http://www.greengenstove.com,,,,,,1.0,Both,20.0,4.0-12.0,"rice, meat, vegetables",8.0-12.0,200.0/200.0/400.0,4.0,Metal,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,4.0,12.0,8.0,8.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SupaMoto Maxi,Emerging Cooking Solutions,http://www.emerging.se/,,,,,,3.0,Both,150.0,100.0-500.0,Any type,400.0-600.0,960.0/720.0/490.0,80.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,100.0,500.0,300.0,400.0,600.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,
SupaMoto Medium,Emerging Cooking Solutions,http://www.emerging.se/,,,,,,3.0,Both,80.0,30.0-200.0,All types,350.0-550.0,720.0/550.0/430.0,60.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,30.0,200.0,115.0,350.0,550.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,
Improved Canamake,AJDR Cooperative,,,,,,,4.0,Round bottom,15.0,1.0-15.0,"Beans, potatoes, rice, vegetables, meat, etc.",5.7-6.5,222.0/161.0/59.0,3.5,"Metal, clay, cement, and sand",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,5.7,6.5,6.1,,,,,,,,,,,,,,,,,,,,,,,,
Shakti Chula V.2,Future Carbon Ltd.,http://www.futurecarbon.co.uk/,,,,,,5.0,Both,50.0,2.0-12.0,"Rice, meat, vegetable & all kinds of regular meal",25.8-28.0,266.0/266.0/304.0,5.5,"Galvanized Plate/Iron, Stainless Steel, Steel, Glass wool.",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,2.0,12.0,7.0,25.8,28.0,26.9,,,,,,,,,,,,,,,,,,,,,,,,
EcoRecho,D&E Green Enterprises,http://www.dandegreen.org/,,,,,,1.0,,,,,11.0-25.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,11.0,25.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
Estufa Doña Dora 24,Estufa Doña Dora,,,,,,,10.0,Both,,1.0-10.0,,,864.0/864.0/864.0,100.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,10.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estufa Doña Dora 34,Estufa Doña Dora,,,,,,,10.0,Both,,1.0-15.0,,,1016.0/914.0/864.0,80.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1-m_Single stove,Montals Engineering,,,,,,,4.0,Both,,1.0-50.0,local and continental dishes,40.0-48.0,,,spanner and screw driver,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,50.0,25.5,40.0,48.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin VITA,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,9.4,9.4 - 9.4,1,2010.0,Wood,908.3,908.3 - 908.3,1,2010.0,Wood,0.1,0.1 - 0.1,1,2010.0,Wood,2.1,2.1 - 2.1,1,2010.0,Wood,29.7,29.7 - 29.7,1,2010.0,Wood,,,,,,,,,,,,,,,,9.4,9.4,9.4,908.3,908.3,908.3,0.1,0.1,0.1,2.1,2.1,2.1,29.7,29.7,29.7
F2-m_Single stove,Montals Engineering,,,,,,,4.0,Both,20.0,1.0-50.0,local and continental dishes,40.0-48.0,560.0/560.0/360.0,10.1,spanner and screw driver,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,50.0,25.5,40.0,48.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,
Jiko Kenya,STAMP Investments Holdings LTD,http://stamp.co.ke,,,,,,2.0,Round bottom,10.0,1.0-15.0,"Ugali, beans and maize, rice",34.5-40.0,118.0/118.0/147.0,9.0,Metal sheet (GI) and vermiculite,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,34.5,40.0,37.25,,,,,,,,,,,,,,,,,,,,,,,,
Jiko Africa,STAMP Investments Holdings LTD,http://stamp.co.ke,,,,,,2.0,Round bottom,10.0,1.0-15.0,"Rice , Ugali , beans and maize",35.7-35.7,115.0/115.0/110.0,7.0,"Metal (GI), vermiculite",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,1.0,15.0,8.0,35.7,35.7,35.7,,,,,,,,,,,,,,,,,,,,,,,,
Jiko Smart Charcoal,Locally manufactured,,,,,,,5.0,Both,10.0,,Most Kenyan Cuisine,14.0-17.0,,11.0,"Ceramic liner, vermiculite, ceramic clay, metal sheet, iron bars",,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,14.0,17.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,
